DA Warner,TS Mills,0.2
S Dhawan,TS Mills,0.0
S Dhawan,A Choudhary,0.0
DA Warner,A Choudhary,0.25
MC Henriques,A Choudhary,0.25
MC Henriques,TS Mills,0.0
MC Henriques,YS Chahal,0.0
S Dhawan,YS Chahal,0.0
S Dhawan,S Aravind,0.0
MC Henriques,S Aravind,0.2
S Dhawan,SR Watson,0.6666666666666666
S Dhawan,TM Head,0.0
MC Henriques,TM Head,0.0
MC Henriques,STR Binny,0.0
S Dhawan,STR Binny,0.5
Yuvraj Singh,STR Binny,0.0
Yuvraj Singh,S Aravind,0.16666666666666666
Yuvraj Singh,A Choudhary,0.2727272727272727
Yuvraj Singh,SR Watson,0.3333333333333333
MC Henriques,SR Watson,0.0
Yuvraj Singh,YS Chahal,0.0
DJ Hooda,YS Chahal,0.0
DJ Hooda,TS Mills,0.0
Yuvraj Singh,TS Mills,0.3333333333333333
DJ Hooda,A Choudhary,0.0
BCJ Cutting,TS Mills,0.0
BCJ Cutting,SR Watson,0.0
DJ Hooda,SR Watson,0.0
CH Gayle,A Nehra,0.2
Mandeep Singh,A Nehra,0.42857142857142855
CH Gayle,B Kumar,0.0
Mandeep Singh,B Kumar,0.2
CH Gayle,BCJ Cutting,0.14285714285714285
Mandeep Singh,Rashid Khan,0.25
TM Head,Rashid Khan,0.2222222222222222
CH Gayle,DJ Hooda,0.0
TM Head,DJ Hooda,0.0
KM Jadhav,DJ Hooda,0.0
KM Jadhav,Rashid Khan,0.5
TM Head,BCJ Cutting,0.0
KM Jadhav,BCJ Cutting,0.0
KM Jadhav,MC Henriques,0.2
TM Head,MC Henriques,0.14285714285714285
TM Head,A Nehra,0.0
KM Jadhav,A Nehra,0.4
SR Watson,MC Henriques,0.0
SR Watson,Rashid Khan,0.0
Sachin Baby,Bipul Sharma,0.0
SR Watson,Bipul Sharma,0.0
STR Binny,Bipul Sharma,0.0
STR Binny,Rashid Khan,0.0
STR Binny,BCJ Cutting,0.0
SR Watson,BCJ Cutting,0.3333333333333333
SR Watson,B Kumar,0.0
STR Binny,B Kumar,0.0
S Aravind,B Kumar,0.0
SR Watson,A Nehra,0.0
S Aravind,A Nehra,0.0
YS Chahal,A Nehra,0.0
TS Mills,B Kumar,0.0
YS Chahal,B Kumar,0.0
YS Chahal,BCJ Cutting,0.0
A Choudhary,BCJ Cutting,0.0
PA Patel,AB Dinda,0.25
JC Buttler,AB Dinda,0.0
JC Buttler,DL Chahar,0.2727272727272727
PA Patel,BA Stokes,0.0
JC Buttler,BA Stokes,0.0
PA Patel,Imran Tahir,0.5
RG Sharma,Imran Tahir,0.14285714285714285
JC Buttler,Imran Tahir,0.0
RG Sharma,DL Chahar,0.0
N Rana,Imran Tahir,0.0
AT Rayudu,Imran Tahir,0.0
AT Rayudu,BA Stokes,0.0
N Rana,BA Stokes,0.0
AT Rayudu,A Zampa,0.1111111111111111
N Rana,A Zampa,0.1
N Rana,R Bhatia,0.0
AT Rayudu,R Bhatia,0.0
KH Pandya,R Bhatia,0.0
KH Pandya,BA Stokes,0.0
KA Pollard,R Bhatia,0.0
KA Pollard,Imran Tahir,0.1111111111111111
KA Pollard,A Zampa,0.16666666666666666
HH Pandya,A Zampa,0.0
HH Pandya,Imran Tahir,0.0
HH Pandya,AB Dinda,0.09090909090909091
KA Pollard,AB Dinda,0.3333333333333333
HH Pandya,BA Stokes,0.0
KA Pollard,BA Stokes,0.16666666666666666
TG Southee,BA Stokes,0.0
AM Rahane,TG Southee,0.1
MA Agarwal,TG Southee,0.25
AM Rahane,HH Pandya,0.2857142857142857
MA Agarwal,HH Pandya,0.0
MA Agarwal,MJ McClenaghan,0.0
SPD Smith,MJ McClenaghan,0.26666666666666666
AM Rahane,MJ McClenaghan,0.25
AM Rahane,JJ Bumrah,0.0625
